age,day,campaign,pdays,month_new,job_new,marital_new,education_new,default_new,housing_new,loan_new,contact_new,poutcome_new,balance_new,duration_new,y
44,2,2,-1,6,2,1,2,0,1,0,2,3,307.0,338.0,0
51,19,6,-1,8,4,1,2,0,0,0,0,3,401.0,80.0,0
59,7,1,-1,7,5,0,1,0,0,0,0,3,23.0,66.0,0
31,13,2,-1,5,7,2,1,0,1,0,0,3,222.0,168.0,0
41,5,2,-1,5,1,1,0,0,1,1,2,3,183.0,110.0,0
34,29,2,-1,1,0,2,2,0,0,0,0,3,2045.0,146.0,0
39,9,1,-1,5,1,2,1,0,1,0,2,3,169.0,38.0,0
48,18,1,172,11,1,1,0,0,0,1,0,0,1092.0,79.0,0
25,27,2,-1,5,1,2,0,0,1,1,2,3,6.0,174.0,0
32,6,1,280,9,2,1,1,0,0,0,0,0,390.0,440.0,1
37,20,1,-1,5,4,1,2,0,0,0,2,3,897.0,182.0,0
52,17,1,-1,6,2,1,0,0,0,0,2,3,2138.0,134.0,0
52,18,2,299,5,1,1,1,0,1,0,0,1,266.0,87.0,0
26,3,1,-1,2,4,2,2,0,0,0,0,3,1720.0,383.0,1
55,6,2,-1,8,4,1,2,0,0,0,0,3,0.0,341.0,1
29,28,5,-1,7,1,1,1,0,1,0,0,3,246.0,194.0,0
29,11,4,-1,7,0,1,1,0,1,1,0,3,93.0,161.0,0
52,20,2,-1,6,7,1,0,0,0,0,2,3,911.0,29.0,0
47,29,3,227,1,5,1,2,0,1,1,0,0,1225.0,191.0,0
26,18,3,329,5,1,2,1,0,1,0,0,0,-350.0,80.0,0
59,15,4,-1,5,0,0,1,0,1,0,2,3,975.0,263.0,0
56,27,6,-1,8,1,1,1,0,0,1,0,3,605.0,157.0,0
37,6,2,-1,6,1,1,1,0,1,0,2,3,2870.0,94.0,1
42,30,6,-1,7,10,2,1,0,1,0,0,3,2613.0,174.0,0
45,28,3,-1,8,9,0,1,0,0,0,0,3,12.0,88.0,0
28,30,2,-1,1,1,2,0,0,0,0,0,3,442.0,157.0,0
50,23,4,-1,7,7,1,1,0,1,1,0,3,2362.0,59.0,0
52,17,1,-1,11,4,1,2,0,1,0,0,3,1319.0,113.0,0
55,14,1,345,5,1,0,3,0,1,0,0,0,1545.0,59.0,0
33,27,5,-1,5,0,0,1,0,1,0,2,3,479.0,74.0,0
41,6,3,-1,4,1,1,1,0,1,0,0,3,523.0,232.0,0
58,28,1,196,1,5,1,1,0,1,1,0,0,374.0,223.0,0
38,14,1,-1,5,1,0,1,0,0,1,0,3,2048.0,123.0,0
42,19,6,-1,5,4,0,2,0,1,0,2,3,1116.0,88.0,0
53,18,2,-1,7,7,1,1,0,1,0,0,3,1378.0,91.0,0
32,7,1,168,5,9,2,2,0,1,1,0,0,514.0,138.0,0
32,20,2,-1,8,9,1,1,0,0,0,0,3,2802.0,157.0,0
51,21,5,-1,7,5,1,1,0,0,1,0,3,-14.0,547.0,1
40,13,5,-1,5,2,1,2,0,1,1,2,3,1089.0,195.0,0
45,18,1,113,11,9,1,1,0,1,0,0,1,1441.0,93.0,0
38,27,2,-1,8,4,2,2,0,0,0,0,3,194.0,547.0,0
58,28,4,-1,7,5,1,0,0,1,0,0,3,282.0,40.0,0
29,11,2,-1,7,1,1,0,0,0,1,0,3,243.0,109.0,0
41,9,1,-1,6,3,1,0,0,0,0,2,3,884.0,322.0,0
45,14,1,364,5,2,1,0,0,1,1,0,0,276.0,547.0,1
56,18,1,-1,5,4,0,2,0,1,0,1,3,2959.0,325.0,0
53,30,5,-1,7,4,0,2,1,1,1,0,3,0.0,75.0,0
34,22,4,-1,7,4,2,2,0,0,0,0,3,184.0,203.0,0
33,6,1,98,4,4,2,2,0,1,0,0,2,718.0,122.0,0
56,18,1,-1,6,2,1,2,0,0,0,2,3,773.0,345.0,0
51,28,2,-1,5,1,1,0,0,1,0,2,3,593.0,157.0,0
43,13,2,-1,5,2,1,1,0,0,0,2,3,59.0,437.0,0
35,31,2,-1,7,1,1,3,0,0,0,0,3,1662.0,122.0,0
41,6,4,-1,5,9,2,1,0,1,0,0,3,2242.0,459.0,0
44,20,4,328,4,4,2,1,0,1,0,0,0,109.0,101.0,0
53,29,3,-1,8,10,1,2,0,0,0,0,3,240.0,106.0,0
44,4,1,-1,8,10,2,2,0,0,0,0,3,810.0,184.0,1
26,4,3,-1,5,6,2,2,0,0,0,0,3,1153.0,238.0,1
53,28,1,-1,10,1,1,0,0,0,0,2,3,1294.0,71.0,0
42,31,6,-1,7,8,1,3,0,0,0,1,3,-7.0,41.0,0
33,9,2,316,4,9,2,1,0,1,0,0,0,719.0,448.0,0
58,26,2,-1,5,10,1,1,0,0,0,0,3,68.0,169.0,1
35,9,4,-1,5,1,2,1,0,1,0,2,3,40.0,547.0,0
37,26,4,-1,8,4,2,2,0,0,0,0,3,-533.0,234.0,1
47,5,2,-1,2,10,0,1,0,0,0,0,3,947.0,124.0,0
58,28,1,-1,1,10,1,2,0,0,0,1,3,744.0,38.0,0
45,13,3,371,5,2,1,0,0,1,0,1,0,58.0,119.0,0
26,30,2,-1,4,8,2,2,0,0,0,0,3,2.0,120.0,0
28,7,2,-1,7,1,1,1,0,0,0,1,3,619.0,327.0,1
35,20,1,-1,11,4,2,2,0,0,0,0,3,1379.0,370.0,0
34,30,2,-1,6,7,2,1,0,0,1,2,3,66.0,450.0,0
47,15,3,-1,6,9,0,1,0,0,0,0,3,1013.0,54.0,0
52,18,1,-1,11,10,0,1,0,0,1,2,3,4.0,248.0,1
41,30,2,-1,5,4,0,1,0,1,0,2,3,2666.0,170.0,0
32,4,2,-1,2,4,2,2,0,0,0,0,3,1431.0,199.0,0
58,30,1,-1,4,5,1,2,0,0,0,0,3,1425.0,224.0,0
37,11,3,265,5,0,0,1,0,1,1,0,0,295.0,202.0,0
26,29,1,-1,1,9,1,1,0,0,0,0,3,523.0,216.0,0
48,19,4,111,11,10,1,1,0,1,0,1,0,1811.0,137.0,0
50,21,1,-1,11,6,0,1,0,1,1,1,3,985.0,167.0,0
43,4,1,-1,2,0,1,2,0,1,0,0,3,1317.0,112.0,0
31,5,1,-1,6,0,2,2,0,0,0,0,3,516.0,227.0,1
32,18,2,154,11,0,1,1,0,1,0,0,1,1785.0,51.0,0
36,14,2,-1,1,0,1,3,0,0,0,0,3,991.0,547.0,1
44,16,1,281,4,1,0,0,0,1,0,0,0,75.0,547.0,0
36,5,2,179,3,7,1,1,0,1,0,0,2,52.0,498.0,0
35,13,2,370,5,1,1,0,0,1,0,0,0,298.0,135.0,0
28,14,3,-1,5,9,2,1,0,1,0,2,3,280.0,142.0,0
40,6,2,-1,5,9,2,3,0,1,0,2,3,-5.0,78.0,0
42,29,5,-1,7,1,1,1,0,1,0,0,3,1386.0,222.0,0
26,30,1,2,1,0,2,1,0,0,0,0,1,802.0,77.0,0
29,16,2,185,8,9,2,1,0,0,0,0,2,113.0,159.0,1
37,22,6,-1,7,0,1,1,0,0,0,0,3,121.0,22.0,0
47,14,2,-1,8,9,0,1,0,0,0,0,3,691.0,103.0,0
38,17,1,-1,7,9,0,1,0,0,1,0,3,1803.0,172.0,1
55,17,1,-1,7,5,0,1,0,0,0,0,3,138.0,205.0,1
37,29,3,-1,1,0,2,1,0,1,0,1,3,796.0,143.0,0
27,28,1,148,7,8,2,2,0,0,0,0,2,311.0,462.0,0
29,6,1,-1,5,0,1,1,0,1,0,2,3,-150.0,328.0,0
30,5,2,-1,5,7,1,1,0,1,0,0,3,253.0,235.0,0
54,11,1,-1,11,0,1,1,0,1,0,0,3,66.0,167.0,0
61,27,1,187,4,3,1,0,0,0,0,0,1,848.0,547.0,1
57,15,1,-1,5,4,1,1,0,1,0,2,3,3381.0,75.0,0
34,12,1,-1,5,9,1,1,0,1,0,0,3,439.0,347.0,0
47,31,2,-1,7,4,1,2,0,0,0,0,3,2261.0,87.0,0
65,2,2,-1,8,5,0,3,0,0,0,0,3,300.0,245.0,0
32,5,6,-1,5,8,2,2,0,1,0,0,3,290.0,18.0,0
56,20,1,-1,4,0,1,1,0,0,0,0,3,382.0,275.0,1
47,21,2,176,11,1,1,1,0,1,0,0,1,473.0,127.0,0
43,17,1,186,11,9,1,1,0,1,0,0,0,1865.0,155.0,0
33,29,1,185,1,7,1,1,0,1,0,0,1,360.0,103.0,0
27,7,3,-1,7,1,2,0,0,0,1,0,3,1659.0,447.0,0
31,15,5,-1,5,1,2,1,0,1,0,0,3,39.0,123.0,0
35,14,1,-1,5,1,1,0,0,1,0,0,3,422.0,73.0,0
54,15,1,-1,5,1,1,1,0,1,0,2,3,524.0,55.0,0
32,21,2,-1,5,1,1,1,0,1,1,2,3,0.0,143.0,0
31,18,2,-1,7,2,2,1,0,1,0,0,3,379.0,547.0,1
27,5,3,-1,2,8,2,3,0,0,0,0,3,2183.0,219.0,0
35,29,1,174,7,4,2,2,0,1,0,0,1,2187.0,229.0,0
56,17,1,117,11,7,1,1,0,0,1,0,0,1150.0,107.0,0
45,18,1,110,11,4,2,2,0,0,0,0,0,16.0,100.0,0
33,27,5,-1,8,4,2,2,0,0,0,0,3,627.0,61.0,0
43,17,1,336,4,1,1,1,0,1,0,0,1,948.0,185.0,0
31,6,2,-1,5,4,1,2,0,1,1,0,3,-692.0,117.0,0
35,25,2,-1,7,1,1,0,0,1,0,0,3,305.0,168.0,0
39,25,1,-1,7,9,1,1,0,0,0,0,3,355.0,132.0,1
30,20,3,150,4,9,1,1,0,1,0,0,0,239.0,58.0,0
49,19,2,-1,8,9,1,1,0,1,1,0,3,25.0,51.0,0
52,18,5,-1,8,1,1,0,0,0,0,0,3,2977.0,286.0,1
53,15,1,-1,5,1,1,1,0,1,0,2,3,136.0,99.0,0
51,30,1,-1,5,4,1,2,0,1,0,2,3,0.0,151.0,0
22,5,1,-1,9,8,2,1,0,0,0,2,3,249.0,11.0,0
58,8,2,-1,8,5,1,0,0,1,1,0,3,-257.0,163.0,0
32,4,3,253,2,4,1,2,0,1,0,0,0,1230.0,35.0,0
42,28,1,-1,1,4,1,2,0,1,1,0,3,157.0,136.0,0
26,24,4,-1,7,1,2,1,0,1,0,0,3,1292.0,48.0,0
27,6,1,-1,10,9,2,1,0,0,0,0,3,927.0,261.0,1
59,28,1,-1,5,9,1,1,0,1,1,2,3,0.0,109.0,0
43,20,2,-1,6,1,1,3,0,0,1,2,3,-19.0,241.0,0
58,17,3,-1,6,4,1,0,0,0,0,2,3,1136.0,65.0,0
29,7,1,-1,7,1,2,0,0,0,1,0,3,161.0,295.0,1
24,23,4,-1,4,7,2,3,0,0,0,0,3,2022.0,159.0,1
46,9,1,-1,7,1,1,3,0,1,0,0,3,990.0,420.0,0
45,18,1,152,11,1,1,1,0,1,0,0,0,17.0,66.0,0
51,30,6,-1,7,3,1,0,0,0,0,1,3,1337.0,74.0,0
26,13,1,92,10,1,2,1,0,0,0,0,2,2007.0,194.0,1
48,26,5,-1,8,4,2,2,0,0,0,0,3,505.0,320.0,0
36,19,2,-1,11,0,2,2,0,1,0,0,3,2317.0,56.0,0
54,17,2,-1,6,9,2,1,0,0,0,2,3,770.0,89.0,0
35,12,6,-1,6,10,0,1,0,0,0,2,3,45.0,40.0,0
31,29,2,160,1,4,1,1,0,0,0,0,0,0.0,120.0,0
30,19,1,-1,11,2,1,2,0,1,1,0,3,23.0,375.0,0
55,26,2,-1,8,4,0,2,0,0,0,0,3,-612.0,131.0,0
46,18,3,119,11,1,1,1,0,0,0,0,0,942.0,240.0,0
30,7,1,99,8,9,1,1,0,0,0,0,2,776.0,72.0,0
41,29,2,-1,7,2,1,1,0,0,0,0,3,547.0,365.0,0
45,14,1,360,5,1,1,1,0,1,0,0,0,87.0,96.0,0
35,30,2,-1,5,1,1,0,0,1,0,2,3,2708.0,178.0,0
30,23,1,-1,7,0,2,2,0,1,0,0,3,536.0,81.0,0
30,11,3,-1,2,10,2,2,0,0,0,0,3,302.0,528.0,1
33,18,2,-1,7,9,1,1,0,1,0,0,3,272.0,166.0,0
40,6,3,-1,8,4,1,2,0,0,0,0,3,713.0,433.0,1
53,7,2,-1,5,1,2,3,0,1,0,0,3,160.0,547.0,1
39,14,2,349,5,9,2,1,0,1,0,0,0,-143.0,93.0,0
30,19,1,-1,5,1,1,0,0,1,0,2,3,392.0,351.0,0
37,20,2,-1,5,1,1,1,0,1,0,2,3,362.0,277.0,0
52,8,2,368,5,1,1,1,0,1,0,0,0,26.0,191.0,0
43,15,5,-1,7,2,1,1,0,1,1,0,3,860.0,131.0,0
29,19,1,-1,5,4,2,2,0,1,0,2,3,617.0,387.0,0
27,7,4,357,5,3,2,2,0,1,0,0,1,979.0,272.0,0
40,28,3,-1,7,7,1,1,0,1,0,0,3,473.0,383.0,0
29,31,2,257,3,4,1,2,0,1,0,0,1,250.0,371.0,0
36,21,1,-1,11,1,1,1,0,1,0,0,3,1482.0,154.0,0
43,28,1,-1,1,9,1,1,0,0,0,0,3,-57.0,41.0,0
50,28,2,363,7,0,0,1,0,0,0,0,0,769.0,72.0,0
47,20,3,-1,6,7,1,1,0,0,0,2,3,505.0,152.0,0
48,14,2,352,5,0,0,1,0,1,0,0,0,-407.0,210.0,0
48,16,3,92,6,9,1,1,0,1,0,0,0,1981.0,404.0,1
31,13,2,93,11,7,2,1,0,0,0,0,2,181.0,239.0,1
31,2,3,-1,7,0,0,1,0,1,0,2,3,824.0,32.0,0
41,25,4,-1,8,4,0,2,0,0,0,0,3,1064.0,81.0,0
47,6,2,-1,5,9,1,1,0,1,0,2,3,503.0,109.0,0
30,15,1,-1,5,7,2,1,0,1,0,0,3,-143.0,85.0,0
36,18,1,137,11,0,2,1,0,1,0,0,1,1927.0,288.0,0
30,16,3,-1,5,7,2,1,0,1,0,2,3,442.0,283.0,0
52,10,1,-1,7,7,1,1,0,0,0,0,3,2072.0,224.0,1
32,3,1,-1,6,7,1,1,0,1,0,2,3,1464.0,193.0,0
43,12,3,-1,5,1,1,0,0,1,0,0,3,483.0,225.0,0
49,30,1,-1,6,3,1,0,0,0,0,2,3,360.0,6.0,0
41,4,1,1,2,1,1,0,0,1,0,0,2,201.0,69.0,0
35,20,6,177,11,9,2,1,0,1,0,0,0,-476.0,57.0,0
41,1,2,-1,4,1,1,1,0,1,0,0,3,0.0,547.0,1
49,13,5,-1,5,1,0,3,0,1,0,0,3,39.0,27.0,0
38,9,1,-1,7,1,1,0,0,1,1,0,3,-257.0,458.0,0
53,30,3,-1,1,10,1,1,0,0,0,1,3,2180.0,89.0,0
51,16,4,-1,7,1,1,0,0,0,0,1,3,-11.0,126.0,1
50,2,1,-1,6,9,1,1,0,1,0,2,3,669.0,88.0,0
33,14,2,-1,7,7,1,1,0,1,0,0,3,0.0,163.0,0
54,12,1,99,11,11,1,1,0,0,0,0,1,2206.0,104.0,1
40,29,1,-1,5,4,1,2,0,1,1,2,3,832.0,126.0,0
33,5,1,365,5,4,1,2,0,1,0,0,0,0.0,301.0,0
50,6,1,-1,2,4,1,2,0,0,0,0,3,346.0,178.0,1
45,15,4,-1,5,1,1,0,0,1,0,2,3,810.0,213.0,0
33,16,1,148,4,1,1,0,0,1,1,0,0,359.0,130.0,0
33,20,2,122,11,9,1,1,0,1,1,0,0,3071.0,46.0,0
28,13,3,-1,5,9,2,2,0,1,0,0,3,1026.0,101.0,0
30,16,1,-1,4,0,1,0,0,1,1,0,3,9.0,323.0,0
37,18,3,-1,11,0,1,1,0,0,0,1,3,960.0,50.0,0
32,15,2,176,5,7,2,1,0,1,0,1,0,1987.0,36.0,0
46,6,2,268,2,9,1,0,0,1,0,0,0,718.0,80.0,0
32,9,1,-1,5,6,2,1,0,1,0,2,3,123.0,278.0,0
26,30,3,-1,5,7,0,1,0,1,1,2,3,1600.0,288.0,0
63,17,2,-1,2,5,1,1,0,0,0,1,3,1612.0,233.0,1
51,13,1,370,5,1,1,0,0,1,0,0,0,40.0,79.0,0
50,8,2,-1,5,1,1,1,0,1,0,0,3,-26.0,301.0,0
31,7,2,-1,5,0,2,1,0,1,0,2,3,299.0,492.0,0
46,23,1,-1,7,1,1,0,0,0,0,0,3,2427.0,40.0,0
25,27,2,-1,5,4,2,2,0,0,1,0,3,430.0,145.0,1
53,18,5,-1,6,2,1,0,0,1,1,2,3,-257.0,249.0,0
50,18,2,-1,6,4,1,2,0,0,0,2,3,3296.0,255.0,0
59,17,1,188,11,5,0,1,0,1,0,0,1,514.0,547.0,0
30,8,1,42,5,4,2,2,0,1,0,0,1,277.0,166.0,0
31,20,1,-1,11,0,1,1,0,1,0,0,3,713.0,373.0,0
29,19,1,-1,11,1,1,1,0,0,0,1,3,659.0,401.0,1
31,27,1,-1,5,7,1,1,0,1,0,2,3,-214.0,198.0,0
33,6,3,-1,5,0,1,1,0,0,0,2,3,21.0,189.0,0
51,2,1,199,2,9,1,1,0,1,0,0,0,1490.0,177.0,0
41,4,1,-1,8,0,0,1,0,1,0,0,3,490.0,182.0,1
37,29,1,-1,1,0,2,1,0,0,0,0,3,328.0,79.0,0
54,18,2,104,11,1,1,1,0,1,0,0,0,506.0,172.0,0
57,8,4,-1,8,0,1,1,0,0,0,0,3,3242.0,521.0,1
53,23,4,-1,4,0,2,1,0,0,0,1,3,1958.0,164.0,0
57,19,2,-1,10,11,1,0,0,0,0,1,3,8.0,270.0,0
56,21,2,179,11,1,1,1,0,1,1,0,1,1521.0,19.0,0
43,27,1,-1,5,7,1,1,0,1,0,2,3,0.0,129.0,0
29,4,2,273,2,0,2,1,0,1,0,0,0,260.0,453.0,1
37,2,2,-1,6,4,1,2,0,1,0,2,3,34.0,100.0,0
28,29,3,-1,1,9,1,2,0,0,1,0,3,203.0,188.0,0
32,18,1,-1,11,6,2,2,0,1,0,0,3,386.0,482.0,0
31,8,1,-1,5,7,1,1,0,1,0,2,3,28.0,101.0,0
45,22,4,-1,8,9,2,2,0,0,0,0,3,0.0,87.0,0
32,5,1,-1,5,4,2,2,0,1,1,0,3,11.0,399.0,0
34,14,2,-1,8,9,2,1,0,0,0,1,3,124.0,31.0,0
35,21,1,-1,11,9,0,1,0,1,0,0,3,0.0,72.0,0
47,5,3,-1,5,2,1,2,0,0,0,0,3,0.0,418.0,1
41,16,2,-1,4,0,2,1,0,1,0,0,3,669.0,375.0,0
41,29,6,-1,8,9,1,1,0,0,0,0,3,593.0,95.0,0
34,14,3,-1,7,4,1,2,0,1,0,0,3,1906.0,68.0,0
40,13,2,-1,5,1,0,1,0,1,0,0,3,635.0,122.0,0
29,3,3,270,2,9,1,1,0,1,0,0,0,655.0,225.0,0
49,9,2,-1,6,9,1,1,0,0,0,2,3,378.0,189.0,0
42,18,2,-1,11,1,1,0,0,1,1,0,3,560.0,139.0,0
40,20,3,-1,6,3,1,0,0,0,0,2,3,746.0,246.0,0
48,5,1,-1,3,10,1,0,0,0,0,0,3,1296.0,119.0,1
37,5,1,-1,6,4,0,2,0,1,0,2,3,168.0,227.0,0
53,19,1,126,11,9,1,1,0,1,0,0,0,2818.0,131.0,0
30,30,1,80,4,0,2,1,0,0,0,0,2,270.0,437.0,1
38,18,1,-1,11,1,1,1,0,1,0,0,3,2008.0,354.0,0
49,8,1,-1,6,4,0,2,0,0,0,2,3,1405.0,29.0,0
34,20,2,-1,11,4,2,1,0,1,0,0,3,1995.0,129.0,0
37,22,4,-1,6,2,2,1,0,0,0,0,3,2543.0,69.0,0
35,21,1,-1,4,4,2,2,0,0,0,0,3,704.0,164.0,1
68,3,1,97,12,5,1,2,0,0,0,0,0,2820.0,154.0,1
46,23,1,-1,7,1,1,1,0,0,0,0,3,1287.0,229.0,1
44,20,1,-1,6,4,1,2,0,0,0,2,3,2400.0,82.0,0
35,24,2,-1,7,1,1,1,0,1,0,0,3,218.0,128.0,0
58,29,2,-1,7,7,1,1,0,0,0,1,3,0.0,50.0,0
33,13,1,-1,5,0,1,1,0,1,1,0,3,139.0,84.0,0
57,16,1,185,10,4,1,2,0,0,0,0,0,1318.0,115.0,0
35,30,1,-1,1,7,2,1,0,0,0,0,3,49.0,346.0,0
35,7,1,-1,5,0,1,0,0,1,0,2,3,136.0,283.0,0
32,24,6,-1,7,9,1,2,0,0,1,0,3,0.0,184.0,0
35,16,1,-1,5,7,1,1,0,1,0,2,3,1053.0,25.0,0
30,16,1,-1,5,9,2,2,0,1,0,2,3,236.0,197.0,0
42,15,3,-1,7,1,1,1,0,1,0,0,3,-145.0,231.0,0
40,29,1,245,1,1,0,1,0,1,0,0,0,94.0,121.0,0
38,17,1,-1,4,9,2,2,0,1,0,0,3,2273.0,222.0,0
33,8,3,-1,5,9,1,1,0,1,1,2,3,832.0,246.0,0
54,3,3,202,2,4,1,2,0,0,1,0,1,1460.0,341.0,1
33,6,1,-1,9,0,1,1,0,0,0,2,3,616.0,35.0,0
50,29,3,-1,5,4,1,3,0,1,0,2,3,914.0,359.0,0
40,10,2,383,8,1,1,1,0,0,0,0,0,1508.0,153.0,1
39,29,3,-1,5,0,1,1,1,0,0,2,3,0.0,59.0,0
31,20,2,-1,5,7,1,2,0,1,1,2,3,585.0,272.0,0
53,5,2,-1,6,11,1,3,0,0,0,2,3,1347.0,92.0,0
25,14,2,-1,7,1,2,1,0,1,0,0,3,-375.0,61.0,0
40,5,2,-1,6,1,1,1,0,1,0,2,3,440.0,327.0,0
39,12,1,-1,5,7,1,1,0,1,0,1,3,636.0,15.0,0
34,6,2,-1,4,0,2,1,0,1,0,0,3,266.0,437.0,0
36,20,3,-1,6,1,2,0,0,0,0,2,3,79.0,9.0,0
67,20,1,-1,5,4,1,1,0,0,0,0,3,3240.0,129.0,1
35,2,6,-1,3,0,1,1,0,0,0,0,3,-85.0,136.0,1
36,29,3,-1,1,2,1,1,0,1,0,0,3,0.0,344.0,0
54,15,1,-1,5,1,1,0,0,1,0,2,3,24.0,34.0,0
25,16,1,-1,5,0,1,1,0,1,0,2,3,16.0,129.0,0
49,11,1,-1,6,2,1,2,0,0,0,2,3,384.0,64.0,0
46,6,1,-1,5,4,1,1,0,1,0,0,3,-27.0,289.0,0
40,2,1,-1,2,9,0,1,0,1,0,0,3,0.0,67.0,0
42,17,2,151,11,10,1,0,0,0,0,0,0,2636.0,178.0,0
57,23,2,-1,7,9,1,1,0,0,0,0,3,1741.0,364.0,1
39,18,2,-1,6,0,1,1,0,0,0,2,3,224.0,421.0,0
24,12,3,-1,6,1,2,1,1,1,0,2,3,-203.0,465.0,0
35,24,1,-1,7,1,1,1,0,1,0,0,3,1290.0,211.0,0
48,8,1,-1,5,4,0,2,0,0,0,0,3,313.0,208.0,1
33,22,1,183,4,0,1,2,0,0,0,0,0,882.0,104.0,1
68,28,2,-1,8,5,1,2,0,0,0,0,3,2820.0,109.0,0
33,12,2,-1,8,4,1,2,0,0,0,0,3,685.0,72.0,0
26,28,3,-1,5,9,2,1,0,1,0,2,3,668.0,547.0,0
36,20,3,-1,11,1,1,1,0,1,0,0,3,2848.0,265.0,0
45,21,2,-1,11,2,1,1,0,0,0,0,3,-264.0,85.0,0
50,16,2,-1,4,1,1,0,0,1,0,0,3,180.0,105.0,0
63,20,2,-1,8,5,1,0,0,0,0,0,3,0.0,110.0,0
22,12,1,-1,11,9,2,1,0,0,1,1,3,333.0,129.0,1
39,8,1,-1,5,7,1,1,0,1,0,0,3,0.0,503.0,1
35,6,1,-1,5,0,0,1,0,1,0,0,3,404.0,438.0,0
25,29,3,-1,5,1,1,0,0,1,0,2,3,172.0,95.0,0
57,7,2,-1,5,9,1,3,0,1,0,2,3,1617.0,96.0,0
31,19,5,-1,5,1,2,1,0,1,0,2,3,19.0,178.0,0
48,17,1,-1,6,0,2,0,0,0,0,2,3,1078.0,75.0,0
58,2,1,229,2,0,0,1,0,1,0,0,1,0.0,244.0,0
38,20,1,-1,5,1,1,0,0,1,0,2,3,178.0,245.0,0
25,12,1,-1,5,8,2,2,0,1,0,2,3,641.0,53.0,0
40,26,3,-1,5,1,1,0,0,1,0,2,3,669.0,161.0,0
47,21,3,-1,11,6,1,2,0,0,0,0,3,3072.0,229.0,0
29,3,1,-1,7,1,2,0,0,0,0,2,3,145.0,452.0,0
54,29,2,-1,7,3,1,0,0,0,0,0,3,136.0,92.0,0
56,8,2,-1,6,5,1,3,0,0,0,0,3,230.0,58.0,0
35,20,2,215,7,4,1,2,0,1,1,0,1,2374.0,174.0,1
46,22,2,-1,8,7,1,1,0,0,0,0,3,273.0,547.0,1
39,21,2,-1,11,1,1,0,0,1,1,0,3,477.0,229.0,0
34,5,1,-1,11,4,1,2,0,1,0,1,3,8.0,6.0,0
51,17,2,-1,11,9,1,1,0,0,0,0,3,614.0,85.0,0
59,19,1,-1,6,9,1,1,0,0,1,2,3,2528.0,216.0,0
44,3,2,-1,4,2,1,1,0,1,0,0,3,887.0,93.0,0
42,5,2,-1,5,4,1,3,0,0,0,2,3,275.0,408.0,0
40,13,1,-1,5,1,1,0,0,1,0,2,3,-166.0,136.0,0
22,16,1,-1,11,8,2,3,0,0,0,0,3,410.0,365.0,1
37,7,1,-1,5,1,1,1,0,1,1,0,3,7.0,336.0,0
48,2,1,249,2,1,1,3,0,1,0,0,1,439.0,212.0,0
51,7,6,-1,5,1,1,3,0,1,0,2,3,37.0,256.0,0
25,28,3,-1,5,1,1,1,0,1,0,2,3,192.0,357.0,0
60,26,6,-1,5,5,0,1,0,1,0,2,3,1718.0,146.0,0
59,19,1,-1,6,5,1,0,0,1,0,2,3,143.0,11.0,0
32,2,5,164,11,8,1,1,0,1,0,1,1,833.0,227.0,1
46,12,2,-1,8,1,1,0,0,1,0,0,3,2269.0,73.0,0
45,16,2,-1,7,7,1,3,0,0,0,0,3,318.0,63.0,0
40,5,1,-1,5,9,1,2,0,1,0,2,3,483.0,168.0,0
35,27,1,41,5,9,1,1,0,0,0,0,1,1368.0,329.0,1
30,11,3,-1,8,0,1,1,0,0,0,0,3,590.0,443.0,1
36,3,1,-1,6,1,1,1,0,0,0,2,3,13.0,284.0,0
34,27,2,-1,5,4,1,1,0,1,0,2,3,-311.0,305.0,0
30,17,1,-1,7,4,1,2,0,1,0,0,3,101.0,88.0,0
54,11,2,-1,6,0,1,1,0,1,0,2,3,1326.0,105.0,0
45,21,2,154,11,9,2,2,0,1,0,0,0,302.0,22.0,0
41,21,1,176,11,4,1,2,0,1,1,0,0,832.0,164.0,0
46,28,1,-1,1,4,1,3,0,1,0,0,3,638.0,68.0,0
33,18,2,-1,5,1,2,1,0,0,0,0,3,-320.0,268.0,1
35,27,4,-1,5,9,1,1,0,1,0,2,3,712.0,266.0,0
60,16,3,-1,5,4,1,2,0,1,0,2,3,36.0,194.0,0
41,12,3,172,5,1,1,1,0,1,0,0,0,-648.0,104.0,0
46,18,1,-1,11,9,0,1,1,1,1,0,3,-1334.0,78.0,0
36,2,1,272,2,10,1,1,0,1,0,0,0,533.0,547.0,0
34,23,4,-1,5,1,2,1,0,1,0,2,3,128.0,114.0,0
55,8,5,-1,8,4,1,2,0,0,0,0,3,223.0,273.0,1
52,17,2,322,4,1,1,1,0,1,0,0,0,1374.0,267.0,0
62,19,1,-1,10,4,0,2,0,0,0,0,3,1619.0,534.0,1
27,19,3,-1,5,1,2,1,0,1,0,2,3,5.0,205.0,0
32,6,1,-1,5,9,2,1,0,1,0,0,3,-569.0,107.0,0
36,2,2,-1,2,0,1,1,0,1,0,0,3,606.0,102.0,0
25,25,2,-1,7,9,2,1,0,1,0,0,3,1036.0,337.0,0
35,29,2,-1,8,4,2,2,0,1,0,0,3,385.0,168.0,0
22,10,1,156,12,8,2,2,0,0,0,0,0,1258.0,182.0,0
31,14,2,-1,5,1,1,1,0,1,1,2,3,369.0,89.0,0
56,7,1,-1,6,0,1,1,0,0,0,2,3,699.0,54.0,0
31,18,1,-1,11,0,2,1,0,1,0,0,3,482.0,183.0,0
