age,job,marital,education,default,housing,loan,contact,day,month,duration,campaign,pdays,poutcome,y,month_new,job_new,marital_new,education_new,default_new,housing_new,loan_new,contact_new,poutcome_new,y_new,balance_new,duration_new
11395,36,technician,married,secondary,no,no,no,unknown,4,jul,133,1,-1,unknown,no,7,9,1,1,0,0,0,2,3,0,644.0,133.0
11396,46,management,single,tertiary,no,no,yes,unknown,4,jul,68,1,-1,unknown,no,7,4,2,2,0,0,1,2,3,0,655.0,68.0
11397,31,blue-collar,single,secondary,no,no,yes,unknown,4,jul,208,1,-1,unknown,no,7,1,2,1,0,0,1,2,3,0,-322.0,208.0
11398,26,admin.,married,secondary,no,yes,yes,unknown,4,jul,246,1,-1,unknown,no,7,0,1,1,0,1,1,2,3,0,-401.0,246.0
11399,36,management,married,secondary,no,no,no,unknown,4,jul,219,1,-1,unknown,no,7,4,1,1,0,0,0,2,3,0,2637.0,219.0
11400,31,blue-collar,married,secondary,no,no,no,unknown,4,jul,165,2,-1,unknown,no,7,1,1,1,0,0,0,2,3,0,33.0,165.0
11401,35,admin.,married,secondary,yes,no,yes,unknown,4,jul,105,3,-1,unknown,no,7,0,1,1,1,0,1,2,3,0,0.0,105.0
11403,36,management,married,tertiary,no,yes,yes,unknown,4,jul,100,1,-1,unknown,no,7,4,1,2,0,1,1,2,3,0,59.0,100.0
11404,24,admin.,single,secondary,no,yes,no,unknown,4,jul,164,2,-1,unknown,no,7,0,2,1,0,1,0,2,3,0,-346.0,164.0
11405,26,blue-collar,married,secondary,no,yes,no,unknown,4,jul,46,3,-1,unknown,no,7,1,1,1,0,1,0,2,3,0,115.0,46.0
11406,27,services,single,secondary,no,no,yes,unknown,4,jul,253,1,-1,unknown,no,7,7,2,1,0,0,1,2,3,0,243.0,253.0
11407,59,housemaid,married,primary,no,no,no,unknown,4,jul,133,3,-1,unknown,no,7,3,1,0,0,0,0,2,3,0,153.0,133.0
11408,36,technician,married,primary,no,no,no,unknown,4,jul,584,1,-1,unknown,yes,7,9,1,0,0,0,0,2,3,1,0.0,547.0
11409,28,admin.,single,secondary,no,yes,yes,unknown,4,jul,260,3,-1,unknown,no,7,0,2,1,0,1,1,2,3,0,1143.0,260.0
11410,31,housemaid,married,primary,no,no,no,unknown,4,jul,126,4,-1,unknown,no,7,3,1,0,0,0,0,2,3,0,46.0,126.0
11411,35,management,married,secondary,no,no,yes,unknown,4,jul,121,1,-1,unknown,no,7,4,1,1,0,0,1,2,3,0,0.0,121.0
11412,37,management,married,tertiary,no,no,yes,unknown,4,jul,101,1,-1,unknown,no,7,4,1,2,0,0,1,2,3,0,1265.0,101.0
11413,32,technician,single,secondary,no,no,yes,unknown,4,jul,400,1,-1,unknown,no,7,9,2,1,0,0,1,2,3,0,-28.0,400.0
11414,40,blue-collar,married,primary,no,yes,no,unknown,4,jul,178,1,-1,unknown,no,7,1,1,0,0,1,0,2,3,0,13.0,178.0
11415,29,services,married,primary,no,no,no,unknown,4,jul,134,1,-1,unknown,no,7,7,1,0,0,0,0,2,3,0,-102.0,134.0
11417,25,unemployed,single,secondary,no,no,yes,unknown,4,jul,316,1,-1,unknown,no,7,10,2,1,0,0,1,2,3,0,34.0,316.0
11418,34,admin.,divorced,secondary,no,no,yes,unknown,4,jul,88,1,-1,unknown,no,7,0,0,1,0,0,1,2,3,0,183.0,88.0
11420,36,management,single,tertiary,no,no,yes,unknown,4,jul,85,3,-1,unknown,no,7,4,2,2,0,0,1,2,3,0,678.0,85.0
11423,31,blue-collar,single,secondary,no,no,no,unknown,4,jul,96,2,-1,unknown,no,7,1,2,1,0,0,0,2,3,0,-27.0,96.0
11424,57,retired,married,secondary,no,no,yes,unknown,4,jul,106,2,-1,unknown,no,7,5,1,1,0,0,1,2,3,0,156.0,106.0
11425,30,admin.,single,tertiary,no,no,no,unknown,4,jul,137,2,-1,unknown,no,7,0,2,2,0,0,0,2,3,0,218.0,137.0
11426,28,admin.,married,secondary,no,yes,no,unknown,4,jul,53,2,-1,unknown,no,7,0,1,1,0,1,0,2,3,0,934.0,53.0
11427,45,services,single,secondary,no,yes,yes,unknown,4,jul,89,2,-1,unknown,no,7,7,2,1,0,1,1,2,3,0,184.0,89.0
11428,51,blue-collar,married,secondary,no,no,no,unknown,4,jul,203,1,-1,unknown,no,7,1,1,1,0,0,0,2,3,0,328.0,203.0
11429,50,management,married,tertiary,no,no,yes,unknown,4,jul,608,1,-1,unknown,no,7,4,1,2,0,0,1,2,3,0,453.0,547.0
11430,45,blue-collar,divorced,primary,no,no,yes,unknown,4,jul,407,1,-1,unknown,no,7,1,0,0,0,0,1,2,3,0,8.0,407.0
11431,37,self-employed,divorced,tertiary,no,no,yes,unknown,4,jul,426,3,-1,unknown,no,7,6,0,2,0,0,1,2,3,0,60.0,426.0
11433,31,technician,married,secondary,no,no,yes,unknown,4,jul,468,6,-1,unknown,no,7,9,1,1,0,0,1,2,3,0,134.0,468.0
11434,44,blue-collar,married,secondary,no,yes,no,unknown,4,jul,150,2,-1,unknown,yes,7,1,1,1,0,1,0,2,3,1,1697.0,150.0
11435,48,blue-collar,divorced,primary,no,no,yes,unknown,4,jul,327,1,-1,unknown,no,7,1,0,0,0,0,1,2,3,0,19.0,327.0
11436,53,blue-collar,married,primary,no,no,yes,unknown,4,jul,212,1,-1,unknown,no,7,1,1,0,0,0,1,2,3,0,207.0,212.0
11437,26,blue-collar,single,secondary,no,no,yes,unknown,4,jul,235,1,-1,unknown,no,7,1,2,1,0,0,1,2,3,0,177.0,235.0
11438,61,retired,married,unknown,no,no,yes,unknown,4,jul,333,1,-1,unknown,no,7,5,1,3,0,0,1,2,3,0,-492.0,333.0
11439,27,management,single,secondary,no,no,no,cellular,4,jul,255,1,-1,unknown,no,7,4,2,1,0,0,0,0,3,0,35.0,255.0
11440,54,blue-collar,married,primary,no,no,no,cellular,4,jul,297,1,-1,unknown,no,7,1,1,0,0,0,0,0,3,0,466.0,297.0
11442,31,technician,single,secondary,no,no,no,telephone,4,jul,65,2,-1,unknown,no,7,9,2,1,0,0,0,1,3,0,19.0,65.0
11443,27,technician,single,secondary,no,yes,yes,cellular,4,jul,436,4,-1,unknown,no,7,9,2,1,0,1,1,0,3,0,126.0,436.0
11445,50,blue-collar,married,secondary,no,yes,yes,telephone,4,jul,141,2,-1,unknown,no,7,1,1,1,0,1,1,1,3,0,1329.0,141.0
11446,29,blue-collar,single,primary,no,no,no,cellular,4,jul,39,2,-1,unknown,no,7,1,2,0,0,0,0,0,3,0,343.0,39.0
11447,25,blue-collar,single,secondary,no,no,no,telephone,4,jul,112,2,-1,unknown,no,7,1,2,1,0,0,0,1,3,0,192.0,112.0
11448,38,blue-collar,married,secondary,no,no,yes,cellular,4,jul,135,3,-1,unknown,no,7,1,1,1,0,0,1,0,3,0,43.0,135.0
11449,36,technician,single,secondary,no,no,yes,cellular,4,jul,53,6,-1,unknown,no,7,9,2,1,0,0,1,0,3,0,-272.0,53.0
11451,44,technician,married,tertiary,no,no,no,cellular,4,jul,178,2,-1,unknown,no,7,9,1,2,0,0,0,0,3,0,1146.0,178.0
11452,37,blue-collar,married,primary,no,yes,yes,cellular,4,jul,548,2,-1,unknown,no,7,1,1,0,0,1,1,0,3,0,380.0,547.0
11453,48,services,married,secondary,no,no,no,cellular,4,jul,134,2,-1,unknown,no,7,7,1,1,0,0,0,0,3,0,1355.0,134.0
11454,30,admin.,married,secondary,no,no,yes,cellular,4,jul,95,2,-1,unknown,no,7,0,1,1,0,0,1,0,3,0,215.0,95.0
11455,54,technician,married,secondary,no,no,yes,cellular,4,jul,273,3,-1,unknown,no,7,9,1,1,0,0,1,0,3,0,187.0,273.0
11456,36,unemployed,divorced,primary,no,no,no,telephone,4,jul,304,3,-1,unknown,no,7,10,0,0,0,0,0,1,3,0,0.0,304.0
11457,33,technician,single,secondary,no,no,yes,cellular,4,jul,425,2,-1,unknown,no,7,9,2,1,0,0,1,0,3,0,555.0,425.0
11458,34,services,married,secondary,no,yes,yes,cellular,4,jul,64,1,-1,unknown,no,7,7,1,1,0,1,1,0,3,0,295.0,64.0
11459,28,services,single,secondary,no,no,yes,cellular,4,jul,276,1,-1,unknown,no,7,7,2,1,0,0,1,0,3,0,-116.0,276.0
11461,30,services,married,secondary,no,no,no,cellular,4,jul,407,1,-1,unknown,no,7,7,1,1,0,0,0,0,3,0,137.0,407.0
11462,34,admin.,single,secondary,no,no,no,cellular,7,jul,147,4,-1,unknown,no,7,0,2,1,0,0,0,0,3,0,296.0,147.0
11463,35,admin.,divorced,secondary,no,no,no,cellular,7,jul,148,3,-1,unknown,no,7,0,0,1,0,0,0,0,3,0,534.0,148.0
11464,44,entrepreneur,married,secondary,no,no,no,cellular,7,jul,125,2,-1,unknown,no,7,2,1,1,0,0,0,0,3,0,93.0,125.0
11465,36,services,married,secondary,no,yes,yes,cellular,7,jul,151,4,-1,unknown,no,7,7,1,1,0,1,1,0,3,0,-27.0,151.0
11466,49,blue-collar,married,primary,no,yes,no,cellular,7,jul,491,3,-1,unknown,yes,7,1,1,0,0,1,0,0,3,1,-157.0,491.0
11467,55,blue-collar,married,secondary,no,yes,no,cellular,7,jul,494,4,-1,unknown,yes,7,1,1,1,0,1,0,0,3,1,49.0,494.0
11468,38,blue-collar,married,secondary,no,yes,yes,cellular,7,jul,164,5,-1,unknown,no,7,1,1,1,0,1,1,0,3,0,222.0,164.0
11469,59,entrepreneur,married,tertiary,no,no,no,cellular,7,jul,575,2,-1,unknown,no,7,2,1,2,0,0,0,0,3,0,1728.0,547.0
11471,60,entrepreneur,divorced,primary,no,no,no,cellular,7,jul,148,2,-1,unknown,no,7,2,0,0,0,0,0,0,3,0,2648.0,148.0
11472,34,services,married,secondary,no,no,no,cellular,7,jul,160,3,-1,unknown,no,7,7,1,1,0,0,0,0,3,0,0.0,160.0
11473,31,admin.,single,secondary,no,yes,no,cellular,7,jul,181,2,-1,unknown,no,7,0,2,1,0,1,0,0,3,0,-182.0,181.0
11474,43,technician,married,secondary,yes,no,yes,cellular,7,jul,89,4,-1,unknown,no,7,9,1,1,1,0,1,0,3,0,-313.0,89.0
11475,47,blue-collar,married,primary,yes,yes,yes,cellular,7,jul,142,3,-1,unknown,no,7,1,1,0,1,1,1,0,3,0,25.0,142.0
11476,59,management,married,unknown,no,no,no,cellular,7,jul,119,3,-1,unknown,no,7,4,1,3,0,0,0,0,3,0,147.0,119.0
11477,39,management,married,primary,no,no,yes,cellular,7,jul,107,5,-1,unknown,no,7,4,1,0,0,0,1,0,3,0,551.0,107.0
11478,56,housemaid,married,primary,no,no,yes,cellular,7,jul,227,6,-1,unknown,no,7,3,1,0,0,0,1,0,3,0,58.0,227.0
11479,41,housemaid,married,primary,no,yes,no,cellular,7,jul,134,2,-1,unknown,no,7,3,1,0,0,1,0,0,3,0,1618.0,134.0
11482,56,blue-collar,married,primary,no,yes,no,telephone,7,jul,176,6,-1,unknown,no,7,1,1,0,0,1,0,1,3,0,409.0,176.0
11483,36,unemployed,single,primary,no,yes,no,telephone,7,jul,63,6,-1,unknown,no,7,10,2,0,0,1,0,1,3,0,0.0,63.0
11484,39,management,married,tertiary,no,yes,no,cellular,7,jul,86,2,-1,unknown,no,7,4,1,2,0,1,0,0,3,0,1007.0,86.0
11485,46,management,married,primary,no,yes,no,cellular,7,jul,113,2,-1,unknown,no,7,4,1,0,0,1,0,0,3,0,312.0,113.0
11486,52,management,married,secondary,no,no,no,cellular,7,jul,196,2,-1,unknown,no,7,4,1,1,0,0,0,0,3,0,3369.0,196.0
11487,41,services,married,secondary,no,yes,no,cellular,7,jul,250,2,-1,unknown,no,7,7,1,1,0,1,0,0,3,0,841.0,250.0
11488,59,blue-collar,married,secondary,no,no,yes,cellular,7,jul,450,2,-1,unknown,no,7,1,1,1,0,0,1,0,3,0,-1334.0,450.0
11489,35,unknown,married,primary,no,no,no,cellular,7,jul,185,2,-1,unknown,no,7,11,1,0,0,0,0,0,3,0,634.0,185.0
11490,49,technician,married,primary,no,no,no,telephone,7,jul,229,5,-1,unknown,no,7,9,1,0,0,0,0,1,3,0,486.0,229.0
11491,51,self-employed,married,secondary,yes,no,yes,cellular,7,jul,200,1,-1,unknown,no,7,6,1,1,1,0,1,0,3,0,34.0,200.0
11493,38,management,married,tertiary,no,yes,no,cellular,7,jul,139,2,-1,unknown,no,7,4,1,2,0,1,0,0,3,0,1444.0,139.0
11494,30,services,single,secondary,no,yes,no,cellular,7,jul,161,2,-1,unknown,no,7,7,2,1,0,1,0,0,3,0,0.0,161.0
11495,41,technician,married,secondary,no,yes,no,cellular,7,jul,141,3,-1,unknown,no,7,9,1,1,0,1,0,0,3,0,923.0,141.0
11496,45,unemployed,divorced,secondary,no,yes,no,cellular,7,jul,256,2,-1,unknown,no,7,10,0,1,0,1,0,0,3,0,-44.0,256.0
11498,53,management,divorced,tertiary,no,yes,no,cellular,7,jul,66,2,-1,unknown,no,7,4,0,2,0,1,0,0,3,0,243.0,66.0
11499,41,blue-collar,married,primary,no,yes,no,cellular,7,jul,321,3,-1,unknown,no,7,1,1,0,0,1,0,0,3,0,484.0,321.0
11500,42,blue-collar,divorced,primary,no,yes,no,cellular,7,jul,434,3,-1,unknown,yes,7,1,0,0,0,1,0,0,3,1,213.0,434.0
11502,34,self-employed,married,tertiary,no,yes,no,cellular,7,jul,118,4,-1,unknown,no,7,6,1,2,0,1,0,0,3,0,-236.0,118.0
11503,54,blue-collar,divorced,secondary,no,yes,no,cellular,7,jul,128,3,-1,unknown,no,7,1,0,1,0,1,0,0,3,0,1613.0,128.0
11504,37,entrepreneur,married,tertiary,no,no,no,cellular,7,jul,104,2,-1,unknown,no,7,2,1,2,0,0,0,0,3,0,555.0,104.0
11505,59,admin.,married,secondary,no,yes,no,cellular,7,jul,126,3,-1,unknown,no,7,0,1,1,0,1,0,0,3,0,1914.0,126.0
11506,38,technician,married,secondary,no,no,no,cellular,7,jul,87,2,-1,unknown,no,7,9,1,1,0,0,0,0,3,0,2220.0,87.0
11507,27,admin.,single,secondary,no,yes,no,cellular,7,jul,107,3,-1,unknown,no,7,0,2,1,0,1,0,0,3,0,450.0,107.0
11509,31,admin.,single,secondary,no,yes,no,cellular,7,jul,401,2,-1,unknown,no,7,0,2,1,0,1,0,0,3,0,92.0,401.0
11510,42,blue-collar,divorced,unknown,no,no,no,cellular,7,jul,64,2,-1,unknown,no,7,1,0,3,0,0,0,0,3,0,0.0,64.0
11512,37,self-employed,married,secondary,no,no,yes,cellular,7,jul,316,2,-1,unknown,no,7,6,1,1,0,0,1,0,3,0,1523.0,316.0
11513,42,blue-collar,divorced,secondary,no,no,no,cellular,7,jul,277,2,-1,unknown,no,7,1,0,1,0,0,0,0,3,0,3407.0,277.0
11514,40,blue-collar,married,primary,no,yes,no,cellular,7,jul,107,3,-1,unknown,no,7,1,1,0,0,1,0,0,3,0,254.0,107.0
11515,42,unemployed,married,primary,no,no,no,cellular,7,jul,111,3,-1,unknown,no,7,10,1,0,0,0,0,0,3,0,11.0,111.0
11516,27,management,single,secondary,no,yes,no,cellular,7,jul,360,3,-1,unknown,no,7,4,2,1,0,1,0,0,3,0,1609.0,360.0
11517,45,management,married,tertiary,no,yes,yes,cellular,7,jul,461,2,-1,unknown,no,7,4,1,2,0,1,1,0,3,0,1447.0,461.0
11518,43,technician,divorced,tertiary,no,no,no,cellular,7,jul,412,4,-1,unknown,no,7,9,0,2,0,0,0,0,3,0,27.0,412.0
11519,41,admin.,married,secondary,no,no,no,cellular,7,jul,244,4,-1,unknown,no,7,0,1,1,0,0,0,0,3,0,125.0,244.0
11520,47,unknown,divorced,primary,no,no,no,cellular,7,jul,240,1,-1,unknown,no,7,11,0,0,0,0,0,0,3,0,0.0,240.0
11521,47,management,married,primary,no,no,no,cellular,7,jul,62,4,-1,unknown,no,7,4,1,0,0,0,0,0,3,0,1797.0,62.0
11522,44,blue-collar,married,primary,no,no,yes,telephone,7,jul,46,2,-1,unknown,no,7,1,1,0,0,0,1,1,3,0,2.0,46.0
11524,40,admin.,married,secondary,no,yes,yes,cellular,7,jul,122,2,-1,unknown,no,7,0,1,1,0,1,1,0,3,0,1395.0,122.0
11525,33,technician,divorced,secondary,no,no,yes,cellular,7,jul,559,4,-1,unknown,no,7,9,0,1,0,0,1,0,3,0,522.0,547.0
11527,25,blue-collar,married,primary,no,no,no,cellular,7,jul,64,1,-1,unknown,no,7,1,1,0,0,0,0,0,3,0,0.0,64.0
11528,45,technician,married,secondary,no,no,no,cellular,7,jul,621,2,-1,unknown,yes,7,9,1,1,0,0,0,0,3,1,879.0,547.0
11530,37,self-employed,married,secondary,no,no,no,cellular,7,jul,629,2,-1,unknown,yes,7,6,1,1,0,0,0,0,3,1,1633.0,547.0
11532,48,management,married,tertiary,no,yes,no,cellular,7,jul,317,6,-1,unknown,no,7,4,1,2,0,1,0,0,3,0,666.0,317.0
11533,35,self-employed,married,secondary,no,yes,no,telephone,7,jul,126,4,-1,unknown,no,7,6,1,1,0,1,0,1,3,0,0.0,126.0
11535,46,unemployed,married,secondary,no,no,no,cellular,7,jul,385,5,-1,unknown,yes,7,10,1,1,0,0,0,0,3,1,926.0,385.0
11536,43,technician,married,secondary,no,no,no,cellular,7,jul,190,4,-1,unknown,no,7,9,1,1,0,0,0,0,3,0,-796.0,190.0
11537,52,retired,married,tertiary,no,no,no,cellular,7,jul,61,6,-1,unknown,no,7,5,1,2,0,0,0,0,3,0,493.0,61.0
11540,54,management,divorced,tertiary,no,no,yes,telephone,7,jul,86,4,-1,unknown,no,7,4,0,2,0,0,1,1,3,0,92.0,86.0
11541,28,management,single,tertiary,no,no,no,cellular,7,jul,94,1,-1,unknown,no,7,4,2,2,0,0,0,0,3,0,0.0,94.0
11542,44,services,married,secondary,no,yes,yes,cellular,7,jul,209,4,-1,unknown,no,7,7,1,1,0,1,1,0,3,0,182.0,209.0
11543,57,admin.,married,secondary,no,no,no,telephone,7,jul,69,3,-1,unknown,no,7,0,1,1,0,0,0,1,3,0,1143.0,69.0
11545,27,blue-collar,single,secondary,no,no,yes,cellular,7,jul,497,1,-1,unknown,no,7,1,2,1,0,0,1,0,3,0,77.0,497.0
11546,51,technician,married,secondary,no,no,no,cellular,7,jul,21,2,-1,unknown,no,7,9,1,1,0,0,0,0,3,0,1327.0,21.0
11547,29,admin.,married,secondary,no,no,yes,cellular,7,jul,223,1,-1,unknown,no,7,0,1,1,0,0,1,0,3,0,488.0,223.0
11548,59,retired,divorced,secondary,no,no,no,cellular,7,jul,66,1,-1,unknown,no,7,5,0,1,0,0,0,0,3,0,23.0,66.0
11549,26,services,married,secondary,no,yes,yes,cellular,7,jul,459,1,-1,unknown,no,7,7,1,1,0,1,1,0,3,0,-236.0,459.0
11550,36,services,married,secondary,no,no,no,cellular,7,jul,217,1,-1,unknown,no,7,7,1,1,0,0,0,0,3,0,-274.0,217.0
11551,35,management,single,tertiary,no,no,no,cellular,7,jul,289,1,-1,unknown,no,7,4,2,2,0,0,0,0,3,0,12.0,289.0
11552,40,admin.,single,secondary,no,no,no,cellular,7,jul,173,1,-1,unknown,no,7,0,2,1,0,0,0,0,3,0,-1.0,173.0
11553,51,blue-collar,married,primary,no,no,yes,cellular,7,jul,130,1,-1,unknown,no,7,1,1,0,0,0,1,0,3,0,505.0,130.0
11554,45,services,divorced,secondary,no,no,yes,cellular,7,jul,332,1,-1,unknown,no,7,7,0,1,0,0,1,0,3,0,88.0,332.0
11555,33,blue-collar,single,primary,no,no,no,cellular,7,jul,263,1,-1,unknown,no,7,1,2,0,0,0,0,0,3,0,777.0,263.0
11556,53,blue-collar,married,primary,no,no,no,cellular,7,jul,114,1,-1,unknown,no,7,1,1,0,0,0,0,0,3,0,0.0,114.0
11557,39,blue-collar,single,primary,no,yes,yes,cellular,7,jul,166,1,-1,unknown,no,7,1,2,0,0,1,1,0,3,0,366.0,166.0
11558,43,management,married,tertiary,no,no,yes,cellular,7,jul,94,1,-1,unknown,no,7,4,1,2,0,0,1,0,3,0,460.0,94.0
11560,28,housemaid,single,primary,no,no,no,cellular,7,jul,385,1,-1,unknown,no,7,3,2,0,0,0,0,0,3,0,332.0,385.0
11561,46,technician,married,secondary,no,no,no,cellular,7,jul,248,3,-1,unknown,no,7,9,1,1,0,0,0,0,3,0,967.0,248.0
11562,56,management,married,primary,no,no,no,cellular,7,jul,118,1,-1,unknown,no,7,4,1,0,0,0,0,0,3,0,21.0,118.0
11564,32,admin.,married,secondary,no,no,yes,cellular,7,jul,625,1,-1,unknown,yes,7,0,1,1,0,0,1,0,3,1,1604.0,547.0
11565,34,blue-collar,single,primary,yes,no,yes,cellular,7,jul,199,1,-1,unknown,no,7,1,2,0,1,0,1,0,3,0,-2.0,199.0
11566,30,management,single,tertiary,no,no,no,cellular,7,jul,240,1,-1,unknown,no,7,4,2,2,0,0,0,0,3,0,0.0,240.0
11567,51,blue-collar,married,secondary,no,yes,no,telephone,7,jul,199,4,-1,unknown,no,7,1,1,1,0,1,0,1,3,0,505.0,199.0
11568,35,services,single,secondary,no,no,yes,cellular,7,jul,39,1,-1,unknown,no,7,7,2,1,0,0,1,0,3,0,2110.0,39.0
11570,31,blue-collar,single,secondary,no,no,yes,cellular,7,jul,174,1,-1,unknown,no,7,1,2,1,0,0,1,0,3,0,1.0,174.0
11571,40,technician,married,unknown,no,no,yes,cellular,7,jul,161,1,-1,unknown,no,7,9,1,3,0,0,1,0,3,0,0.0,161.0
11572,44,housemaid,married,primary,no,no,no,cellular,7,jul,187,3,-1,unknown,no,7,3,1,0,0,0,0,0,3,0,398.0,187.0
11573,36,blue-collar,married,secondary,no,no,yes,cellular,7,jul,206,6,-1,unknown,no,7,1,1,1,0,0,1,0,3,0,537.0,206.0
11574,40,technician,married,secondary,no,no,yes,cellular,7,jul,139,1,-1,unknown,no,7,9,1,1,0,0,1,0,3,0,351.0,139.0
11576,55,housemaid,divorced,unknown,no,no,no,cellular,7,jul,44,3,-1,unknown,no,7,3,0,3,0,0,0,0,3,0,3068.0,44.0
11577,25,technician,single,tertiary,no,no,yes,cellular,7,jul,121,1,-1,unknown,no,7,9,2,2,0,0,1,0,3,0,437.0,121.0
11578,41,technician,single,secondary,no,no,yes,cellular,7,jul,60,4,-1,unknown,no,7,9,2,1,0,0,1,0,3,0,879.0,60.0
11579,34,technician,single,secondary,no,no,no,cellular,7,jul,130,1,-1,unknown,no,7,9,2,1,0,0,0,0,3,0,232.0,130.0
11580,37,admin.,single,secondary,no,no,yes,cellular,7,jul,106,1,-1,unknown,no,7,0,2,1,0,0,1,0,3,0,-117.0,106.0
11581,51,retired,married,secondary,no,yes,no,cellular,7,jul,149,3,-1,unknown,no,7,5,1,1,0,1,0,0,3,0,3003.0,149.0
11582,35,admin.,single,secondary,no,no,yes,cellular,7,jul,480,1,-1,unknown,no,7,0,2,1,0,0,1,0,3,0,0.0,480.0
11583,49,blue-collar,married,primary,no,no,no,cellular,7,jul,51,1,-1,unknown,no,7,1,1,0,0,0,0,0,3,0,-167.0,51.0
11584,28,technician,single,secondary,no,no,yes,cellular,7,jul,532,1,-1,unknown,yes,7,9,2,1,0,0,1,0,3,1,909.0,532.0
11585,26,blue-collar,single,secondary,no,no,yes,cellular,7,jul,575,1,-1,unknown,no,7,1,2,1,0,0,1,0,3,0,428.0,547.0
11586,27,management,married,tertiary,no,yes,yes,cellular,7,jul,72,1,-1,unknown,no,7,4,1,2,0,1,1,0,3,0,54.0,72.0
11587,45,admin.,divorced,secondary,no,no,yes,cellular,7,jul,574,1,-1,unknown,yes,7,0,0,1,0,0,1,0,3,1,-176.0,547.0
11588,34,admin.,divorced,secondary,no,no,yes,cellular,7,jul,445,1,-1,unknown,no,7,0,0,1,0,0,1,0,3,0,564.0,445.0
11589,27,services,married,secondary,no,no,yes,cellular,7,jul,554,1,-1,unknown,no,7,7,1,1,0,0,1,0,3,0,221.0,547.0
11590,35,services,divorced,secondary,no,yes,no,cellular,7,jul,129,4,-1,unknown,no,7,7,0,1,0,1,0,0,3,0,35.0,129.0
11591,48,admin.,married,secondary,no,no,yes,cellular,7,jul,46,1,-1,unknown,no,7,0,1,1,0,0,1,0,3,0,8.0,46.0
11592,33,services,single,secondary,no,no,yes,cellular,7,jul,254,1,-1,unknown,no,7,7,2,1,0,0,1,0,3,0,149.0,254.0
11593,31,technician,single,secondary,no,no,no,cellular,7,jul,226,1,-1,unknown,no,7,9,2,1,0,0,0,0,3,0,475.0,226.0
11594,40,blue-collar,single,unknown,no,no,no,telephone,7,jul,118,2,-1,unknown,no,7,1,2,3,0,0,0,1,3,0,29.0,118.0
11596,29,blue-collar,single,primary,no,no,yes,cellular,7,jul,295,1,-1,unknown,no,7,1,2,0,0,0,1,0,3,0,161.0,295.0
11597,40,management,divorced,tertiary,no,no,yes,cellular,7,jul,125,2,-1,unknown,no,7,4,0,2,0,0,1,0,3,0,492.0,125.0
11599,30,admin.,married,primary,no,yes,yes,cellular,7,jul,174,1,-1,unknown,no,7,0,1,0,0,1,1,0,3,0,40.0,174.0
11601,34,blue-collar,married,secondary,no,yes,yes,cellular,7,jul,309,1,-1,unknown,no,7,1,1,1,0,1,1,0,3,0,205.0,309.0
11602,26,blue-collar,single,secondary,no,no,yes,cellular,7,jul,209,1,-1,unknown,no,7,1,2,1,0,0,1,0,3,0,123.0,209.0
11603,41,management,married,secondary,no,no,yes,cellular,7,jul,630,3,-1,unknown,no,7,4,1,1,0,0,1,0,3,0,0.0,547.0
11604,31,unknown,single,tertiary,no,no,no,cellular,7,jul,57,1,-1,unknown,no,7,11,2,2,0,0,0,0,3,0,0.0,57.0
11605,58,blue-collar,married,secondary,no,no,no,cellular,7,jul,206,3,-1,unknown,no,7,1,1,1,0,0,0,0,3,0,2146.0,206.0
11606,35,blue-collar,married,primary,no,no,yes,cellular,7,jul,243,2,-1,unknown,no,7,1,1,0,0,0,1,0,3,0,63.0,243.0
11607,27,technician,married,secondary,no,no,no,cellular,7,jul,451,1,-1,unknown,no,7,9,1,1,0,0,0,0,3,0,-428.0,451.0
11608,40,management,married,tertiary,no,no,no,cellular,7,jul,111,1,-1,unknown,no,7,4,1,2,0,0,0,0,3,0,0.0,111.0
11609,52,technician,divorced,tertiary,yes,no,yes,cellular,7,jul,154,1,-1,unknown,no,7,9,0,2,1,0,1,0,3,0,-1014.0,154.0
11610,38,technician,married,secondary,no,yes,no,cellular,7,jul,162,4,-1,unknown,no,7,9,1,1,0,1,0,0,3,0,-228.0,162.0
11611,25,blue-collar,single,secondary,no,no,yes,cellular,7,jul,448,1,-1,unknown,no,7,1,2,1,0,0,1,0,3,0,218.0,448.0
11612,29,services,married,secondary,no,no,yes,cellular,7,jul,151,1,-1,unknown,no,7,7,1,1,0,0,1,0,3,0,123.0,151.0
11613,29,blue-collar,married,secondary,no,no,yes,cellular,7,jul,199,1,-1,unknown,no,7,1,1,1,0,0,1,0,3,0,247.0,199.0
11614,31,housemaid,married,unknown,yes,no,yes,telephone,7,jul,94,2,-1,unknown,no,7,3,1,3,1,0,1,1,3,0,-6.0,94.0
11615,38,housemaid,divorced,secondary,no,no,no,cellular,7,jul,97,3,-1,unknown,no,7,3,0,1,0,0,0,0,3,0,216.0,97.0
11616,29,technician,married,secondary,no,no,no,cellular,7,jul,531,1,-1,unknown,no,7,9,1,1,0,0,0,0,3,0,-28.0,531.0
11617,40,blue-collar,married,secondary,no,yes,yes,cellular,7,jul,112,1,-1,unknown,no,7,1,1,1,0,1,1,0,3,0,326.0,112.0
11618,31,admin.,single,secondary,no,no,no,cellular,7,jul,80,1,-1,unknown,no,7,0,2,1,0,0,0,0,3,0,119.0,80.0
11619,29,blue-collar,married,primary,no,no,no,cellular,7,jul,210,1,-1,unknown,no,7,1,1,0,0,0,0,0,3,0,707.0,210.0
